_id,numero_pedido,usuario_id,restaurante_id,itens[0].prato_id,itens[1].prato_id,itens[2].prato_id,itens[3].prato_id,itens[4].prato_id,itens[0].nome,itens[1].nome,itens[2].nome,itens[3].nome,itens[4].nome,itens[0].quantidade,itens[1].quantidade,itens[2].quantidade,itens[3].quantidade,itens[4].quantidade,itens[0].preco_unitario,itens[1].preco_unitario,itens[2].preco_unitario,itens[3].preco_unitario,itens[4].preco_unitario,itens[0].preco_adicional,itens[1].preco_adicional,itens[2].preco_adicional,itens[3].preco_adicional,itens[4].preco_adicional,itens[0].observacoes,itens[1].observacoes,itens[2].observacoes,itens[3].observacoes,itens[4].observacoes,subtotal,taxa_entrega,desconto,valor_total,forma_pagamento.tipo,forma_pagamento.detalhes.bandeira,forma_pagamento.detalhes.ultimos_digitos,status_pagamento,tipo_pedido,endereco_entrega.rua,endereco_entrega.numero,endereco_entrega.complemento,endereco_entrega.bairro,endereco_entrega.cidade,endereco_entrega.estado,endereco_entrega.cep,endereco_entrega.coordenadas[0],endereco_entrega.coordenadas[1],status_pedido,historico_status[0].status,historico_status[1].status,historico_status[2].status,historico_status[3].status,historico_status[4].status,historico_status[0].data,historico_status[1].data,historico_status[2].data,historico_status[3].data,historico_status[4].data,historico_status[0].observacao,historico_status[1].observacao,historico_status[2].observacao,historico_status[3].observacao,historico_status[4].observacao,data_hora_pedido,data_hora_entrega_estimada,entregador.nome,entregador.telefone,avaliacao_id,cupom_id,observacoes,origem_pedido
683d8d06c709d34c0311eacf,PED-20250418-000672,683d8d05c709d34c0311e428,683d8d05c709d34c0311e4a0,683d8d05c709d34c0311e7a5,683d8d05c709d34c0311e7a8,683d8d05c709d34c0311e7a5,683d8d05c709d34c0311e7ad,,Bespoke Bronze Car,Fresh Bronze Table,Bespoke Bronze Car,Gorgeous Rubber Car,,1,2,2,1,,121.32588205078515,109.64854221194238,121.32588205078515,63.891076827069476,,0,0,0,0,,Autem agnitio carmen suppellex fugiat ventito acidus celebrer vereor.,Celebrer temptatio comedo unus crastinus tego ultra velociter.,Desipio corporis abduco assumenda theatrum absum charisma curia.,Universe aiunt voro antepono aestivus.,,647.17,5.873337983726689,0,653.04,cartao_debito,Visa,7745,aprovado,retirada,Alaina Villages,910,Casa 1,County Armagh,Hoppeton,VT,14088-066,122.0832,20.9883,a_caminho,recebido,confirmado,em_preparo,a_caminho,,2025-04-19T00:27:44.857Z,2025-04-19T00:57:46.198Z,2025-04-19T03:55:33.415Z,2025-04-19T07:22:27.146Z,,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,,2025-04-19T00:27:44.857Z,2025-04-19T16:26:52.415Z,Bridie,270.364.6483 x17140,,,Curiositas suus alius verto.,website
683d8d06c709d34c0311ead2,PED-20241020-000675,683d8d05c709d34c0311e2da,683d8d05c709d34c0311e49a,683d8d05c709d34c0311e758,683d8d05c709d34c0311e75b,683d8d05c709d34c0311e75a,,,Modern Steel Chicken,Luxurious Bronze Mouse,Rustic Cotton Fish,,,1,1,2,,,143.7097533277654,117.81793910490249,108.0221242600473,,,0,0,0,,,Adeo laborum abduco coerceo cauda cultellus sui adamo tergum trepide.,Tredecim acervus turpis ter aedificium tollo varius correptius.,Aranea acerbitas acervus amplitudo acceptus adsuesco certus crudelis trepide.,,,477.57,1.2914258880432379,0,478.86,dinheiro,Visa,7404,aprovado,delivery,MacGyver Stravenue,4882,,County Down,Santastad,IA,95465-912,163.2284,-16.6359,cancelado,recebido,confirmado,em_preparo,a_caminho,cancelado,2024-10-20T08:57:20.764Z,2024-10-20T09:31:44.030Z,2024-10-20T09:39:52.209Z,2024-10-20T15:37:47.019Z,2024-10-20T21:24:47.548Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Pedido cancelado,2024-10-20T08:57:20.764Z,2024-10-20T18:06:47.689Z,Garnett,968-873-1037,,,Arca admoneo somniculosus blanditiis demonstro vomer.,app_mobile
683d8d06c709d34c0311ead3,PED-20241114-000676,683d8d05c709d34c0311e409,683d8d05c709d34c0311e4a7,683d8d06c709d34c0311e81c,,,,,Rustic Cotton Pizza,,,,,3,,,,,63.31855911438947,,,,,0,,,,,Addo tutis arcus crudelis amet porro cibo.,,,,,189.96,6.743522194113798,0,196.7,pix,Visa,3281,recusado,retirada,Jast Parks,8844,Apto 21,Merseyside,Dickinsonhaven,NJ,02101-373,88.6598,60.9344,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-11-14T19:35:05.065Z,2024-11-14T21:49:42.483Z,2024-11-14T22:32:26.460Z,2024-11-14T23:46:36.962Z,2024-11-15T08:13:37.829Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-11-14T19:35:05.065Z,2024-11-14T21:35:58.021Z,Sedrick,956.338.2200 x8315,683d8d06c709d34c0311ef81,,Contabesco tabgo contigo certe utrimque volutabrum deleniti una amplexus.,website
683d8d06c709d34c0311ead8,PED-20250424-000681,683d8d05c709d34c0311e28b,683d8d05c709d34c0311e4a1,683d8d05c709d34c0311e7b1,,,,,Elegant Aluminum Computer,,,,,2,,,,,45.939693312556344,,,,,0,,,,,Peccatus stella valeo voluptatum animi velociter aptus cervus pel bonus.,,,,,91.88,14.575010297470872,0,106.45,cartao_credito,Visa,3785,pendente,delivery,Huel Rue,48430,Apto 136,Clay County,Lake Stephanburgh,AR,06403-837,-102.6771,-49.9062,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-04-24T04:27:48.112Z,2025-04-24T05:25:52.646Z,2025-04-24T06:15:15.731Z,2025-04-24T06:49:52.034Z,2025-04-24T16:14:29.898Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-04-24T04:27:48.112Z,2025-04-24T07:19:33.978Z,Linda,(580) 527-6996 x63917,,,Vester vitiosus claustrum tener.,website
683d8d06c709d34c0311eadf,PED-20250208-000688,683d8d05c709d34c0311e2bc,683d8d05c709d34c0311e4a0,683d8d05c709d34c0311e7ae,683d8d05c709d34c0311e7a9,683d8d05c709d34c0311e7a6,,,Luxurious Wooden Computer,Sleek Bamboo Gloves,Soft Metal Pants,,,2,2,3,,,124.6183628251504,71.95460246043349,51.623089404955515,,,0,0,0,,,Aestivus solus cursus creber curso commodi tabernus adstringo.,Appono subnecto aurum civitas stips appello alius paens aufero supra.,Cernuus consequatur velit usus tergo.,,,548.02,11.193108751446502,0,559.21,cartao_debito,Visa,6221,aprovado,retirada,West View,44418,Apto 31,County Antrim,Uniqueton,CO,37448-754,115.302,-89.9363,em_preparo,recebido,confirmado,em_preparo,,,2025-02-08T17:16:13.433Z,2025-02-08T17:24:05.734Z,2025-02-08T19:27:26.834Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2025-02-08T17:16:13.433Z,2025-02-09T09:33:43.881Z,Raul,(595) 840-3717,,,Trans delectatio conitor spectaculum celebrer claudeo culpo canis.,telefone
683d8d06c709d34c0311eae2,PED-20241013-000691,683d8d05c709d34c0311e33a,683d8d05c709d34c0311e485,683d8d05c709d34c0311e5d8,683d8d05c709d34c0311e5e0,683d8d05c709d34c0311e5e1,683d8d05c709d34c0311e5e0,683d8d05c709d34c0311e5d4,Fantastic Wooden Chips,Handcrafted Ceramic Bacon,Unbranded Steel Shoes,Handcrafted Ceramic Bacon,Modern Cotton Keyboard,3,2,2,2,3,117.32016427039977,29.290696348953322,103.75049851083638,29.290696348953322,62.00146150232412,0,0,0,0,0,Aestivus universe attero ut alias peccatus ocer curriculum beneficium.,Ago sunt distinctio strenuus.,Dapifer aestivus comptus caterva aestas cimentarius hic nisi amplus conforto.,Demergo earum deporto vir cupiditas eos terga tenetur praesentium.,Thesaurus anser adflicto dignissimos vomer deludo.,862.63,4.126931619203262,0,866.76,dinheiro,Visa,6688,pendente,delivery,Blake Islands,618,,County Londonderry,Tucson,AR,84171-749,-159.7181,70.7147,cancelado,recebido,confirmado,em_preparo,a_caminho,cancelado,2024-10-13T18:14:50.601Z,2024-10-13T20:01:55.169Z,2024-10-13T23:41:54.964Z,2024-10-14T05:04:32.483Z,2024-10-14T11:14:07.603Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Pedido cancelado,2024-10-13T18:14:50.601Z,2024-10-13T19:43:51.090Z,Brannon,1-400-854-0215 x630,,,Quasi cogito culpo alienus arbitro.,website
683d8d06c709d34c0311eae7,PED-20250513-000696,683d8d05c709d34c0311e444,683d8d05c709d34c0311e484,683d8d05c709d34c0311e5c2,683d8d05c709d34c0311e5c6,683d8d05c709d34c0311e5c5,683d8d05c709d34c0311e5cf,683d8d05c709d34c0311e5c6,Handcrafted Bamboo Soap,Awesome Aluminum Car,Refined Granite Pizza,Small Granite Sausages,Awesome Aluminum Car,1,2,2,1,3,89.11975703979876,92.91708395563472,93.30145933065913,80.12391216421553,92.91708395563472,0,0,0,0,0,Verumtamen verus clementia compello ex arca.,Defessus torrens perferendis conservo quis.,Adopto taceo venia thymbra asporto acsi cibus.,Amo corroboro saepe arca pel solum.,Decipio expedita ancilla.,820.43,12.556815341346118,13.682920085101912,819.31,pix,Visa,5427,aprovado,delivery,W Chestnut Street,475,Apto 112,Scott County,Port Reyes,WI,33068-229,-142.6616,14.4588,em_preparo,recebido,confirmado,em_preparo,,,2025-05-13T15:15:46.631Z,2025-05-13T16:48:11.011Z,2025-05-13T21:03:15.372Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2025-05-13T15:15:46.631Z,2025-05-14T07:12:15.605Z,Johnathon,(746) 266-2917 x69854,,,Tubineus explicabo ultio curto decipio admitto cupio vir.,telefone
683d8d06c709d34c0311eaec,PED-20240812-000701,683d8d05c709d34c0311e2bb,683d8d05c709d34c0311e49d,683d8d05c709d34c0311e77b,683d8d05c709d34c0311e780,683d8d05c709d34c0311e77f,683d8d05c709d34c0311e77e,683d8d05c709d34c0311e777,Soft Aluminum Cheese,Fresh Wooden Mouse,Handcrafted Granite Table,Intelligent Marble Hat,Electronic Cotton Chair,1,2,1,1,2,75.04419465025701,57.291577489804624,34.64636070248193,32.71554422995729,90.10710891064201,0,0,0,0,0,Cubicularis demum arbitro demulceo contabesco benigne arbor.,Una fuga calculus sponte astrum tripudio acidus antea nisi.,Confido solus decumbo aptus cresco.,Atrox cauda comptus voveo verbum cupiditas adficio possimus.,Aro defluo cernuus terreo.,437.2,4.693096475785102,12.749708701436992,429.15,cartao_debito,Visa,3631,pendente,retirada,Scotty Estates,14295,,Cleveland,Ankundingfort,CA,82637-515,162.7479,-36.023,em_preparo,recebido,confirmado,em_preparo,,,2024-08-12T20:53:26.087Z,2024-08-12T22:00:37.792Z,2024-08-12T23:42:56.646Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2024-08-12T20:53:26.087Z,2024-08-13T02:43:07.568Z,Jaquelin,963.221.9804 x556,,,Cattus atqui canis laudantium teneo perspiciatis articulus.,website
683d8d06c709d34c0311eaf2,PED-20241223-000707,683d8d05c709d34c0311e323,683d8d05c709d34c0311e49d,683d8d05c709d34c0311e784,683d8d05c709d34c0311e784,683d8d05c709d34c0311e77d,,,Fresh Marble Cheese,Fresh Marble Cheese,Modern Metal Cheese,,,2,1,2,,,32.53426902755648,32.53426902755648,117.14345094972093,,,0,0,0,,,Arceo venustas optio error annus alius bestia turba bibo veniam.,Tero deludo arma.,Patior aetas peior audeo.,,,331.89,2.5696734090065707,0,334.46,pix,Visa,1531,pendente,delivery,Brennan Extension,9843,Casa 4,Avon,Beulahbury,TX,80670-986,-31.2756,15.5414,em_preparo,recebido,confirmado,em_preparo,,,2024-12-24T00:11:24.735Z,2024-12-24T01:52:38.870Z,2024-12-24T03:19:30.265Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2024-12-24T00:11:24.735Z,2024-12-24T05:05:36.181Z,Veronica,(860) 223-0037,,,Truculenter depromo bellicus cohibeo laborum facilis ducimus.,website
683d8d06c709d34c0311eaf5,PED-20250519-000710,683d8d05c709d34c0311e2f8,683d8d05c709d34c0311e491,683d8d05c709d34c0311e6bc,683d8d05c709d34c0311e6b2,683d8d05c709d34c0311e6b7,683d8d05c709d34c0311e6b1,,Practical Steel Sausages,Refined Concrete Computer,Soft Plastic Gloves,Licensed Silk Chips,,2,2,3,2,,43.43617224719838,61.62245603346085,73.75350493050716,85.67851035638353,,0,0,0,0,,Demulceo solvo clibanus utrimque templum conitor in urbanus perspiciatis nobis.,Colo curia defendo confero quibusdam tergo.,Praesentium tonsor sequi.,Spes ascisco consectetur deleniti voluptatum accusamus sublime voluptatem cauda.,,602.73,10.716959068312997,0,613.45,cartao_debito,Visa,7108,aprovado,delivery,Lake Drive,798,,West Yorkshire,South Giovanni,OH,41412-301,-12.1323,-7.4919,em_preparo,recebido,confirmado,em_preparo,,,2025-05-19T19:47:40.723Z,2025-05-19T22:05:49.930Z,2025-05-19T23:30:38.786Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2025-05-19T19:47:40.723Z,2025-05-20T05:35:49.336Z,Krystina,1-407-459-6133 x085,,,Coaegresco cohaero allatus sumo caelum canto.,telefone
683d8d06c709d34c0311ea70,PED-20240826-000577,683d8d05c709d34c0311e2dc,683d8d05c709d34c0311e499,683d8d05c709d34c0311e750,,,,,Handcrafted Plastic Cheese,,,,,1,,,,,17.57801657972619,,,,,0,,,,,Vae demum constans tenus sum deleniti stillicidium amissio spoliatio non.,,,,,17.58,2.979901417323851,0,20.56,cartao_debito,Visa,4224,pendente,retirada,Lesch Plain,6951,Apto 166,Suffolk,Eau Claire,NE,66442-875,101.425,73.6306,a_caminho,recebido,confirmado,em_preparo,a_caminho,,2024-08-26T21:09:07.844Z,2024-08-26T23:22:40.783Z,2024-08-27T04:04:21.994Z,2024-08-27T04:39:16.282Z,,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,,2024-08-26T21:09:07.844Z,2024-08-27T18:45:18.592Z,Lurline,1-594-861-8915 x8883,,,Solum ubi necessitatibus laboriosam animadverto sapiente fugit corpus aestivus alioqui.,telefone
683d8d06c709d34c0311ea72,PED-20241206-000579,683d8d05c709d34c0311e3e9,683d8d05c709d34c0311e48d,683d8d05c709d34c0311e65e,683d8d05c709d34c0311e663,683d8d05c709d34c0311e66c,,,Luxurious Marble Gloves,Recycled Bamboo Ball,Fresh Granite Pants,,,2,3,1,,,83.25486782953948,11.952420868870732,87.72485490709468,,,0,0,0,,,Deorsum modi accommodo totam spes impedit vir denego claro bestia.,Arbor natus tripudio bestia vergo victoria cum antea alveus trado.,Una vulgivagus tripudio.,,,290.09,9.68916622858597,0,299.78,pix,Visa,3323,aprovado,delivery,S Union Street,158,,Staffordshire,Heathcoteview,SD,43911-189,1.0114,69.8068,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-12-06T23:08:00.817Z,2024-12-06T23:53:49.483Z,2024-12-07T01:33:07.471Z,2024-12-07T05:31:51.369Z,2024-12-07T13:24:29.272Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-12-06T23:08:00.817Z,2024-12-07T18:08:39.665Z,Emmanuelle,530.716.2828 x794,,,Antea rerum tempore aegrus stipes tollo.,telefone
683d8d06c709d34c0311ea7c,PED-20250413-000589,683d8d05c709d34c0311e2d2,683d8d05c709d34c0311e496,683d8d05c709d34c0311e711,683d8d05c709d34c0311e70c,683d8d05c709d34c0311e707,683d8d05c709d34c0311e70d,,Small Ceramic Table,Rustic Wooden Shirt,Practical Plastic Keyboard,Licensed Plastic Shirt,,3,2,3,2,,127.11194626475033,7.405365161619131,36.04888038824595,8.655870784745687,,0,0,0,0,,Degero cur recusandae quidem.,Officiis conduco defero curiositas pel velut sui aiunt delectus conor.,Ustilo conventus vehemens voluntarius collum officia defungo dolor conqueror triduana.,Ascisco aspernatur ver amissio credo trepide super tempore advoco.,,521.6,0.9380901244888584,0,522.54,cartao_debito,Visa,4737,aprovado,delivery,Merlin Viaduct,456,,Douglas County,South Felicity,AL,37527-238,28.2217,83.9788,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-04-13T03:48:23.979Z,2025-04-13T03:54:29.464Z,2025-04-13T06:17:50.019Z,2025-04-13T09:51:22.478Z,2025-04-13T10:26:05.267Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-04-13T03:48:23.979Z,2025-04-13T18:31:29.956Z,Oliver,493.973.1452 x38827,683d8d06c709d34c0311ef4f,,Maxime contigo conatus tertius vel vix curiositas vociferor minus.,telefone
683d8d06c709d34c0311ea7e,PED-20250115-000591,683d8d05c709d34c0311e2d9,683d8d05c709d34c0311e485,683d8d05c709d34c0311e5e0,683d8d05c709d34c0311e5d8,683d8d05c709d34c0311e5db,683d8d05c709d34c0311e5d3,,Handcrafted Ceramic Bacon,Fantastic Wooden Chips,Fantastic Ceramic Computer,Intelligent Plastic Bike,,1,1,2,3,,29.290696348953322,117.32016427039977,86.40120925839126,16.402574086491235,,0,0,0,0,,Degenero ut vetus carus cura usque tribuo.,Et tremo sit cibo copiose.,Villa animadverto adinventitias crudelis verecundia ante uter.,Deserunt torqueo caste.,,368.62,3.455657186051794,0,372.08,dinheiro,Visa,1830,pendente,retirada,Janelle Passage,3685,Casa 4,Oxfordshire,Downey,NJ,54649-085,80.6359,-1.2078,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-01-15T16:25:42.022Z,2025-01-15T17:55:15.054Z,2025-01-15T19:44:51.954Z,2025-01-15T19:49:00.219Z,2025-01-15T21:13:27.004Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-01-15T16:25:42.022Z,2025-01-16T12:10:28.240Z,Jaydon,495-654-8402 x53220,683d8d06c709d34c0311ee31,,Ter vicinus aedificium demonstro convoco atque quidem arguo laboriosam.,website
683d8d06c709d34c0311ea82,PED-20250413-000595,683d8d05c709d34c0311e284,683d8d05c709d34c0311e499,683d8d05c709d34c0311e750,,,,,Handcrafted Plastic Cheese,,,,,1,,,,,17.57801657972619,,,,,0,,,,,Cervus vorago cupressus placeat bellicus subvenio.,,,,,17.58,1.4380914045642172,0,19.02,dinheiro,Visa,8992,aprovado,delivery,DuBuque Terrace,752,Casa 2,County Down,Jakubowskicester,MT,19418-504,5.9512,-33.5099,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-04-13T13:20:22.183Z,2025-04-13T13:53:29.760Z,2025-04-13T14:05:54.023Z,2025-04-13T18:25:55.705Z,2025-04-14T00:26:11.589Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-04-13T13:20:22.183Z,2025-04-14T10:36:45.438Z,Meaghan,(372) 286-6535,683d8d06c709d34c0311ee63,,Cernuus illum tabula talus causa supra benigne adsuesco subito.,telefone
683d8d06c709d34c0311ea88,PED-20241104-000601,683d8d05c709d34c0311e283,683d8d05c709d34c0311e484,683d8d05c709d34c0311e5c6,683d8d05c709d34c0311e5c6,683d8d05c709d34c0311e5c3,683d8d05c709d34c0311e5c4,683d8d05c709d34c0311e5c6,Awesome Aluminum Car,Awesome Aluminum Car,Luxurious Silk Chair,Intelligent Rubber Salad,Awesome Aluminum Car,2,1,3,2,2,92.91708395563472,92.91708395563472,21.22082246542136,93.67685268099065,92.91708395563472,0,0,0,0,0,Sed artificiose desino aperio talis.,Vulticulus curvo abutor curriculum ubi crebro.,Callide crepusculum taceo vitium caterva creo constans vulgivagus.,Thema succurro culpa adamo molestias ex coepi calculus dapifer.,Volubilis ad acer sapiente absens odio carpo sperno.,715.6,8.056999760487694,0,723.66,cartao_debito,Visa,9090,recusado,retirada,Sheldon Camp,4648,Apto 31,Clay County,East Erling,TX,06382-877,-76.0979,55.0067,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-11-04T09:38:55.146Z,2024-11-04T11:07:24.982Z,2024-11-04T12:51:00.718Z,2024-11-04T16:42:41.038Z,2024-11-04T18:18:47.341Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-11-04T09:38:55.146Z,2024-11-04T14:14:00.373Z,Jovani,1-637-279-6508 x117,683d8d06c709d34c0311eed2,,Spero ustilo audacia textus ciminatio defessus laborum volutabrum.,telefone
683d8d06c709d34c0311ea89,PED-20241223-000602,683d8d05c709d34c0311e325,683d8d05c709d34c0311e48c,683d8d05c709d34c0311e65a,683d8d05c709d34c0311e658,683d8d05c709d34c0311e652,,,Handcrafted Steel Bike,Oriental Metal Bike,Bespoke Metal Table,,,2,2,2,,,109.21206270053645,143.88722339083913,123.20662206313335,,,0,0,0,,,Tabesco sursum harum cornu spiritus aspernatur.,Somnus tutis ambitus collum decumbo ciminatio.,Caelestis congregatio desparatus cumque statim vilis cariosus charisma paulatim.,,,752.61,14.136065412129087,0,766.75,cartao_credito,Visa,7872,pendente,delivery,Bartell Shore,347,Casa 5,Hamilton County,Fort Carlottastad,NM,92953-858,-174.3936,-25.9298,em_preparo,recebido,confirmado,em_preparo,,,2024-12-23T19:58:55.052Z,2024-12-23T21:47:42.998Z,2024-12-23T22:47:38.764Z,,,Pedido recebido,Confirmado pelo restaurante,Em preparo,,,2024-12-23T19:58:55.052Z,2024-12-24T00:07:10.326Z,Grayson,741-767-7987 x00927,,,Magnam cunctatio valetudo temptatio teneo umquam cognomen suasoria.,telefone
683d8d06c709d34c0311ea8c,PED-20240617-000605,683d8d05c709d34c0311e3f2,683d8d05c709d34c0311e49e,683d8d05c709d34c0311e78a,,,,,Incredible Metal Salad,,,,,1,,,,,105.69409280068353,,,,,0,,,,,Benevolentia adsidue caecus deripio defetiscor taceo.,,,,,105.69,9.356703100151979,0,115.05,cartao_debito,Visa,6983,recusado,delivery,S Union Street,9183,Casa 3,Essex,Cecileside,CA,95842-329,-6.2494,1.6509,cancelado,recebido,confirmado,em_preparo,a_caminho,cancelado,2024-06-17T09:03:26.145Z,2024-06-17T09:17:29.878Z,2024-06-17T10:34:03.233Z,2024-06-17T13:43:52.346Z,2024-06-17T20:59:09.773Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Pedido cancelado,2024-06-17T09:03:26.145Z,2024-06-17T22:58:08.656Z,Kellie,900-326-4766 x4805,,,Minima admoneo alter alii audentia communis vulgaris concido.,website
683d8d06c709d34c0311ea8d,PED-20250601-000606,683d8d05c709d34c0311e3ca,683d8d05c709d34c0311e484,683d8d05c709d34c0311e5c6,683d8d05c709d34c0311e5c2,,,,Awesome Aluminum Car,Handcrafted Bamboo Soap,,,,2,2,,,,92.91708395563472,89.11975703979876,,,,0,0,,,,Correptius tempora utor timor aveho solvo.,Theatrum tergiversatio consectetur.,,,,364.07,5.725719243644633,0,369.8,pix,Visa,9700,pendente,retirada,E 9th Street,119,,Avon,Vinniestad,HI,97166-988,68.1819,85.2652,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2025-06-01T14:45:23.014Z,2025-06-01T16:44:25.367Z,2025-06-01T19:37:32.986Z,2025-06-01T22:26:22.384Z,2025-06-02T01:33:14.546Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2025-06-01T14:45:23.014Z,2025-06-02T09:39:03.382Z,Adell,933-277-5796 x0405,,,Dedecor cursim amissio spes a vetus xiphias uxor vespillo.,app_mobile
683d8d06c709d34c0311ea90,PED-20240725-000609,683d8d05c709d34c0311e475,683d8d05c709d34c0311e49c,683d8d05c709d34c0311e773,683d8d05c709d34c0311e775,,,,Sleek Wooden Computer,Unbranded Cotton Table,,,,2,3,,,,54.47121396400059,31.81159734657653,,,,0,0,,,,Suasoria vel totam aliquam traho.,Tersus capitulus adinventitias deinde aequitas.,,,,204.38,11.245576030197963,0,215.62,cartao_credito,Visa,4571,recusado,retirada,South Street,1067,Apto 10,South Yorkshire,New Coleman,TN,33615-405,-20.8049,89.3381,cancelado,recebido,confirmado,em_preparo,a_caminho,cancelado,2024-07-25T15:12:25.021Z,2024-07-25T15:35:40.826Z,2024-07-25T19:05:18.103Z,2024-07-25T22:34:47.976Z,2024-07-26T02:12:15.617Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Pedido cancelado,2024-07-25T15:12:25.021Z,2024-07-26T11:18:50.914Z,Kenna,627.428.3346 x856,,,Verecundia verbum despecto utroque defetiscor surculus ars pauper.,telefone
683d8d06c709d34c0311ea93,PED-20241102-000612,683d8d05c709d34c0311e43f,683d8d05c709d34c0311e47f,683d8d05c709d34c0311e579,683d8d05c709d34c0311e581,683d8d05c709d34c0311e57e,683d8d05c709d34c0311e572,,Handcrafted Rubber Salad,Modern Gold Gloves,Handcrafted Ceramic Salad,Small Granite Chair,,3,2,2,1,,73.83302833197973,46.92941597740879,134.53859544594144,19.01027856574901,,0,0,0,0,,Administratio amitto tutamen sto arma acer capitulus utrimque.,Canto talis coadunatio.,Rerum amplexus sustineo deleniti adipisci reprehenderit advenio.,Tametsi terga capio sub conservo coepi creta tyrannus cunabula.,,603.45,10.171542864986892,0,613.62,dinheiro,Visa,4751,aprovado,retirada,Tressie Lakes,103,Casa 1,Hancock County,South Margaretta,CO,91148-675,-59.5456,-27.2941,entregue,recebido,confirmado,em_preparo,a_caminho,entregue,2024-11-02T11:25:51.708Z,2024-11-02T13:04:50.319Z,2024-11-02T14:12:51.373Z,2024-11-02T19:37:09.082Z,2024-11-03T01:01:20.101Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Entregue com sucesso,2024-11-02T11:25:51.708Z,2024-11-03T08:30:32.055Z,Jacynthe,732.957.3769 x216,683d8d06c709d34c0311ee93,,Auditor explicabo abeo vulgaris abduco tamen vel.,telefone
683d8d06c709d34c0311ea95,PED-20250109-000614,683d8d05c709d34c0311e2d8,683d8d05c709d34c0311e480,683d8d05c709d34c0311e591,683d8d05c709d34c0311e594,683d8d05c709d34c0311e594,683d8d05c709d34c0311e596,,Electronic Steel Pants,Small Aluminum Sausages,Small Aluminum Sausages,Rustic Marble Towels,,1,2,2,1,,19.388293822971555,45.01801450540886,45.01801450540886,114.23556967541582,,0,0,0,0,,Depraedor corrigo sequi quis ultra vestrum administratio ducimus thesaurus.,Sollicito repellat peior color depereo verto.,Pariatur audacia maxime architecto depromo uter verus angulus blanditiis crustulum.,Turba amplexus vis cogo adfero ultra circumvenio adimpleo.,,313.7,12.724041785368067,0,326.42,pix,Visa,4866,aprovado,retirada,Springfield Close,38553,Casa 5,Berkshire,Tianacester,TX,90506-162,-77.6966,-58.9415,cancelado,recebido,confirmado,em_preparo,a_caminho,cancelado,2025-01-09T05:33:20.270Z,2025-01-09T06:45:30.464Z,2025-01-09T06:51:54.564Z,2025-01-09T12:20:40.603Z,2025-01-09T19:02:30.499Z,Pedido recebido,Confirmado pelo restaurante,Em preparo,Saiu para entrega,Pedido cancelado,2025-01-09T05:33:20.270Z,2025-01-09T09:36:08.734Z,Karson,(399) 743-0243 x0765,,,Decimus anser capitulus amplexus atrocitas.,telefone
